student_key,student_id,student_name,date_of_birth,grade,contact_number
11745,S11745,virginia lopez,2009-09-30,Grade 3,+19456502304
11746,S11746,casey acosta,2006-05-11,Grade 3,+15352403539
11747,S11747,randall murray,2011-09-25,Grade 2,+13497958788
11748,S11748,brittany melton,2016-01-06,Grade 5,+12614806714
11749,S11749,laura mitchell,2014-08-07,Grade 3,+16475920258
11750,S11750,michael hill,2014-05-23,Grade 3,+15883053297
11751,S11751,anthony hanson,2017-01-14,Grade 5,+15222064129
11752,S11752,david reed,2014-09-09,Grade 4,n/a
11753,S11753,laura tyler,2010-08-17,Grade 3,+12813245681
11754,S11754,kimberly willis,2007-02-03,Grade 4,+12533221779
11755,S11755,jorge spencer,2006-06-05,Grade 5,+17165326456
11756,S11756,renee martin dds,2016-07-03,Grade 1,+16684371431
11757,S11757,jessica fernandez,2011-12-22,Grade 5,+12095308032
11758,S11758,susan ferguson,2014-04-10,Grade 3,+18484018277
11759,S11759,angela harris,2016-02-01,Grade 4,+15283148031
11760,S11760,antonio cummings,2011-04-20,Grade 5,+17278556991
11761,S11761,tony moreno,2009-12-24,Grade 2,+16434738788
11762,S11762,jenna moreno,2018-10-12,Grade 5,+12634924219
11763,S11763,melissa garcia,2011-07-28,Grade 1,+15917607765
11764,S11764,carrie martin,2009-03-02,Grade 5,+18982653928
11765,S11765,patricia mathis,2014-04-10,Grade 1,+15112771474
11766,S11766,maria davis,2013-05-09,Grade 1,+14232432165
11767,S11767,sonya miller,2007-04-09,Grade 2,+12037741298
11768,S11768,anthony johnson,2015-11-24,Grade 1,+15379813298
11769,S11769,michael moore,2017-10-09,Grade 3,+15329569085
11770,S11770,ryan zimmerman,2016-02-14,Grade 3,+18306042674
11771,S11771,anthony davenport,2014-12-16,Grade 4,+18273450802
11772,S11772,misty green,2007-01-27,Grade 3,+13923842725
11773,S11773,kyle johnson jr.,2009-11-01,Grade 4,+16583254680
11774,S11774,jose smith,2013-11-07,Grade 2,+17224596702
11775,S11775,jeffery foster,2019-02-26,Grade 1,+14117101318
11776,S11776,kenneth harrison,2011-02-26,Grade 3,+14247544202
11777,S11777,christopher young,2018-08-14,Grade 2,+17098525312
11778,S11778,kevin oconnell,2016-10-26,Grade 5,+12752990677
11779,S11779,kevin jones,2013-06-14,Grade 4,+18366520638
11780,S11780,ms. taylor guerrero,2014-03-13,Grade 1,+19004767858
11781,S11781,monica wallace,2018-01-06,Grade 5,n/a
11782,S11782,courtney bernard dds,2010-09-07,Grade 2,+17452033901
11783,S11783,patrick smith,2019-02-10,Grade 3,+15598414467
11784,S11784,crystal carter,2012-05-27,Grade 5,+19832238900
11785,S11785,kristy gomez,2018-12-03,Grade 2,+14959007265
11786,S11786,tina wilson,2011-09-15,Grade 4,+13929484349
11787,S11787,chelsea torres,2010-04-19,Grade 1,+17454019334
11788,S11788,diana mason,2007-01-28,Grade 5,+19632347660
11789,S11789,paul mejia,2016-12-01,Grade 4,n/a
11790,S11790,charles miller,2018-11-15,Grade 3,+17109794413
11791,S11791,luis nelson,2010-11-13,Grade 4,+15316915328
11792,S11792,jennifer salazar,2010-05-07,Grade 3,+14882194112
11793,S11793,jean munoz,2017-09-28,Grade 5,+16335037685
11794,S11794,chris stevenson,2016-02-13,Grade 1,+15699331688
11795,S11795,matthew martin,2007-06-27,Grade 4,+19768413814
11796,S11796,jennifer rose,2011-07-04,Grade 4,+12114866078
11797,S11797,wesley cherry,2019-02-09,Grade 5,+14746572580
11798,S11798,joe summers,2009-08-10,Grade 2,+13884075299
11799,S11799,amber bates,2013-10-02,Grade 3,+17304905788
11800,S11800,david pierce,2012-02-27,Grade 1,+17525506047
11801,S11801,michael cummings,2010-11-21,Grade 1,+18139604864
11802,S11802,stacie johnson,2017-05-02,Grade 2,+19715446810
11803,S11803,luis bryan,2014-11-19,Grade 3,+16837699136
11804,S11804,alexander smith,2014-06-18,Grade 4,+16932552470
11805,S11805,brian nguyen,2014-03-03,Grade 5,+18078766548
11806,S11806,jonathan williams,2013-09-17,Grade 4,n/a
11807,S11807,ryan wright dds,2016-02-18,Grade 4,+17043519181
11808,S11808,laura roman,2007-04-05,Grade 5,+12027349016
11809,S11809,ellen hill,2017-07-03,Grade 1,+14708177475
11810,S11810,cody warren,2017-12-02,Grade 1,+12922543389
11811,S11811,samantha bell,2014-03-28,Grade 2,+14343062411
11812,S11812,kathryn bentley,2018-12-16,Grade 4,+18309421790
11813,S11813,daniel wilson,2008-09-06,Grade 3,+19243504196
11814,S11814,melissa chavez,2014-05-30,Grade 1,n/a
11815,S11815,danielle williams,2015-08-23,Grade 3,+17869849261
11816,S11816,amber williams,2009-07-27,Grade 1,+18794660052
11817,S11817,linda collins,2017-11-21,Grade 1,+19873846485
11818,S11818,deborah collier,2011-09-13,Grade 4,+15688136797
11819,S11819,michele mata dds,2009-05-11,Grade 4,+13296479017
11820,S11820,jonathan adams,2019-02-21,Grade 3,+15027528985
11821,S11821,todd cooper,2008-02-23,Grade 4,+15939115723
11822,S11822,dr. stephanie hunter,2015-02-09,Grade 5,+17209199977
11823,S11823,kevin gibson,2013-09-04,Grade 3,+18025363622
11824,S11824,william lopez,2013-12-20,Grade 1,+18833754493
11825,S11825,gloria steele,2016-03-25,Grade 5,+15425636622
11826,S11826,tammy pope,2010-01-09,Grade 2,+17136003688
11827,S11827,jeffrey brown,2017-04-28,Grade 4,+17895190350
11828,S11828,robert henson,2017-03-05,Grade 3,+13654678633
11829,S11829,brandon friedman,2006-08-06,Grade 1,+15038897785
11830,S11830,michelle rios,2010-11-07,Grade 1,+18995409941
11831,S11831,robert clark,2014-10-04,Grade 5,+15942500043
11832,S11832,charles krueger,2017-08-07,Grade 2,+16244279331
11833,S11833,jason barnes,2011-10-19,Grade 2,+15182515927
11834,S11834,sherri bender,2015-01-09,Grade 2,+17786691604
11835,S11835,carlos jacobs,2006-06-13,Grade 5,n/a
11836,S11836,jessica hopkins,2016-07-28,Grade 4,+19353652997
11837,S11837,thomas thomas,2009-09-23,Grade 2,+15764972185
11838,S11838,john edwards,2009-07-31,Grade 1,+17392315759
11839,S11839,carla jones,2012-04-10,Grade 3,+17249853072
11840,S11840,sarah robbins,2017-07-15,Grade 1,+16607391936
11841,S11841,gina thomas,2015-10-27,Grade 4,+14878188258
11842,S11842,emily jimenez,2017-10-19,Grade 3,+12164417137
11843,S11843,natalie richardson,2009-04-23,Grade 4,+12592890278
11844,S11844,angela downs,2017-03-31,Grade 2,+15766511118
11845,S11845,nicole smith,2017-11-11,Grade 1,+12183645011
11846,S11846,katherine jackson,2017-01-01,Grade 2,+12398503047
11847,S11847,melissa knight,2006-11-04,Grade 3,+15566748217
11848,S11848,vincent morrison,2018-10-20,Grade 3,+12314573401
11849,S11849,evan gates,2011-05-14,Grade 5,n/a
11850,S11850,brent parsons,2014-09-08,Grade 4,+18714457629
11851,S11851,jessica peterson,2010-12-27,Grade 1,+17714208193
11852,S11852,michael henderson,2012-09-19,Grade 2,+16504079390
11853,S11853,christian wallace,2012-09-05,Grade 2,+16535749434
11854,S11854,kimberly duncan,2014-11-10,Grade 4,+18582048116
11855,S11855,kelly allen,2013-06-13,Grade 1,+16759996417
11856,S11856,spencer perez,2006-10-25,Grade 2,+18152102892
11857,S11857,jeffery black,2012-01-19,Grade 4,+17816933618
11858,S11858,joshua davis,2009-06-20,Grade 3,+13103988665
11859,S11859,carl jimenez,2014-02-13,Grade 4,+19012407553
11860,S11860,melissa gomez,2009-12-01,Grade 1,+19636607941
11861,S11861,william fisher,2017-09-12,Grade 1,+18083117470
11862,S11862,christopher medina,2012-12-11,Grade 5,+19804828741
11863,S11863,haley koch,2013-04-10,Grade 4,+12709620138
11864,S11864,judy ellison,2016-03-30,Grade 2,+13775737801
11865,S11865,anthony sanders,2013-10-11,Grade 2,+13465552713
11866,S11866,lucas craig,2014-10-16,Grade 3,+19072391860
11867,S11867,shawn martinez,2012-03-21,Grade 5,+16018901225
11868,S11868,jeffrey hawkins,2013-07-06,Grade 5,+17362152409
11869,S11869,donna roman,2007-10-25,Grade 5,+14298641144
11870,S11870,james ellis,2018-08-24,Grade 3,+17449730412
11871,S11871,paul hayes,2014-06-08,Grade 4,+17626013381
11872,S11872,felicia lamb,2011-10-19,Grade 1,+18814139962
11873,S11873,david howe,2018-11-08,Grade 5,n/a
11874,S11874,deborah howard,2012-03-28,Grade 2,+14429735918
11875,S11875,margaret stevens,2006-09-10,Grade 3,+16119611921
11876,S11876,james dodson,2015-10-31,Grade 1,+17625262579
11877,S11877,christopher webster,2008-07-21,Grade 5,+19294576542
11878,S11878,brandi gross,2006-11-14,Grade 3,+17782185618
11879,S11879,joshua watts,2009-09-16,Grade 5,+19565623208
11880,S11880,bridget lopez,2010-03-03,Grade 4,+12207103314
11881,S11881,sydney reyes,2018-03-18,Grade 4,+18137127489
11882,S11882,hunter thompson,2006-05-22,Grade 5,+15667062659
11883,S11883,stanley adams,2006-10-03,Grade 3,n/a
11884,S11884,jill callahan,2015-05-11,Grade 3,+16479404807
11885,S11885,joseph cooper,2017-04-26,Grade 4,+17689420344
11886,S11886,jesus munoz,2014-04-29,Grade 5,+19996322475
11887,S11887,lauren montes,2017-06-15,Grade 1,+17555285773
11888,S11888,daniel guerra,2006-04-18,Grade 2,+18104174471
11889,S11889,amy jones,2012-03-25,Grade 5,+16773787801
11890,S11890,travis blake,2012-01-14,Grade 4,+14876076650
11891,S11891,marco sexton,2008-07-22,Grade 1,+12709499200
11892,S11892,christian harris,2014-03-07,Grade 2,+12924623990
11893,S11893,alyssa thompson,2011-02-10,Grade 1,+16637222409
11894,S11894,michael jensen,2017-07-05,Grade 1,+19963471581
11895,S11895,shannon jenkins,2015-09-03,Grade 3,+15936716368
11896,S11896,julie young,2013-08-18,Grade 1,+14564429039
11897,S11897,angela davis,2006-08-07,Grade 1,+19905748666
11898,S11898,jill bean,2013-03-31,Grade 2,+16739354477
11899,S11899,carol lopez,2006-12-01,Grade 5,+19659355236
11900,S11900,bernard anderson,2006-06-25,Grade 2,+18452506550
11901,S11901,eddie hodge,2009-09-29,Grade 5,+14475712070
11902,S11902,susan chen,2015-12-11,Grade 4,+12797030605
11903,S11903,tyler richardson,2006-06-05,Grade 1,+15142660478
11904,S11904,daniel walker,2012-05-22,Grade 2,+15448829474
11905,S11905,mary trevino,2010-03-05,Grade 3,+12505418882
11906,S11906,wanda griffith,2009-05-06,Grade 2,+19322189180
11907,S11907,jeffrey miller,2017-08-17,Grade 3,+14389783833
11908,S11908,james robles,2017-08-06,Grade 3,+14977740511
11909,S11909,karla white,2014-12-27,Grade 5,+16979322479
11910,S11910,jessica barrera,2009-10-01,Grade 3,+13284262752
11911,S11911,guy carroll,2016-11-16,Grade 2,+18765954202
11912,S11912,donna rosario,2016-11-23,Grade 5,+19117694411
11913,S11913,kerry williams,2017-05-04,Grade 1,+13779868472
11914,S11914,tara david,2013-08-07,Grade 1,+14095635261
11915,S11915,alex morgan,2011-03-04,Grade 2,+12195523308
11916,S11916,anthony flores,2016-11-07,Grade 1,+15534563537
11917,S11917,victor fleming,2012-01-03,Grade 3,+12699988743
11918,S11918,sheila beard,2014-05-01,Grade 1,+18836095392
11919,S11919,michael johnson,2010-05-20,Grade 4,+13533503141
11920,S11920,paula ramos dvm,2018-06-13,Grade 3,+17727061630
11921,S11921,jill bright,2010-10-27,Grade 3,+15023051156
11922,S11922,amy dickerson,2015-01-03,Grade 4,+19164752892
11923,S11923,jennifer bailey md,2017-12-27,Grade 1,+18076002331
11924,S11924,mr. brian thompson dvm,2013-07-12,Grade 1,+16473089374
11925,S11925,edward knight,2017-10-21,Grade 1,+14264545858
11926,S11926,laurie morris,2007-07-16,Grade 5,+19706374918
11927,S11927,cassandra robbins,2012-11-19,Grade 1,+16739923774
11928,S11928,ronald martinez,2011-12-25,Grade 4,+17656052120
11929,S11929,kelly rosario,2010-03-30,Grade 5,+17372615408
11930,S11930,daniel sherman,2009-03-18,Grade 2,+12112279565
11931,S11931,mr. chad jones,2012-12-01,Grade 3,+19177576805
11932,S11932,danny brown,2017-09-11,Grade 2,+15558496117
11933,S11933,william jordan,2015-04-18,Grade 4,+18677653791
11934,S11934,danielle figueroa,2009-04-28,Grade 3,+13399356496
11935,S11935,juan martinez,2010-01-17,Grade 3,+19937943101
11936,S11936,daniel anderson,2011-05-26,Grade 3,+16195612610
11937,S11937,jessica morrison,2015-06-24,Grade 5,+13299239076
11938,S11938,nancy sanchez,2007-08-29,Grade 3,+12902787849
11939,S11939,david dean,2009-12-30,Grade 2,+14757026724
11940,S11940,charlotte barnes,2013-04-08,Grade 1,+18314529212
11941,S11941,colleen rivera,2018-01-28,Grade 5,+14894998219
11942,S11942,mr. bryan foley,2010-07-22,Grade 2,+19488440373
11943,S11943,jonathan martin,2018-08-19,Grade 3,+13798843955
11944,S11944,eileen osborn,2011-12-11,Grade 3,+19774514900
11945,S11945,krystal pierce,2008-05-05,Grade 4,+13748034783
11946,S11946,kenneth munoz,2008-04-02,Grade 1,+15993847975
11947,S11947,christina strickland,2015-07-29,Grade 3,+13993608125
11948,S11948,javier crane md,2006-11-26,Grade 4,+12773879959
11949,S11949,edward conner,2011-12-07,Grade 5,+13365662125
11950,S11950,keith richardson,2012-08-07,Grade 3,+12672093877
11951,S11951,mr. robert jackson md,2010-06-08,Grade 2,+16038733301
11952,S11952,james hartman,2016-03-11,Grade 3,+15432220768
11953,S11953,stephanie gray,2011-05-26,Grade 4,+15126972356
11954,S11954,mary green,2016-05-03,Grade 2,+19029883436
11955,S11955,angela solis,2010-08-30,Grade 3,+16208038325
11956,S11956,erin lopez,2015-03-18,Grade 2,+18503004170
11957,S11957,david thomas,2018-02-22,Grade 1,+17275172705
11958,S11958,crystal sparks,2013-01-26,Grade 3,+19144423700
11959,S11959,jason davis,2011-09-04,Grade 2,+14276214637
11960,S11960,kevin stephenson,2012-10-27,Grade 5,+19406852490
11961,S11961,joe brown,2018-07-01,Grade 2,+12678493936
11962,S11962,kevin green,2013-11-10,Grade 2,n/a
11963,S11963,jessica bentley,2011-05-04,Grade 2,+17468952870
11964,S11964,john kemp,2013-09-30,Grade 2,+19216664109
11965,S11965,brittney norman,2012-10-30,Grade 1,+18686717608
11966,S11966,brenda howe,2011-06-22,Grade 3,+14929119058
11967,S11967,renee johnson,2012-12-22,Grade 2,+17354787711
11968,S11968,charles romero,2010-04-05,Grade 3,+14774643352
11969,S11969,amanda franco,2017-03-16,Grade 4,n/a
11970,S11970,cynthia rodriguez,2019-02-24,Grade 4,+14407849467
11971,S11971,linda kelly,2014-12-02,Grade 2,+17827847971
11972,S11972,eric johnson,2011-06-11,Grade 5,+15375702654
11973,S11973,erin bonilla,2018-06-27,Grade 3,+14352412546
11974,S11974,william bennett,2016-11-24,Grade 4,+15322489216
11975,S11975,chris ford,2015-05-21,Grade 5,+12586699000
11976,S11976,lawrence dixon,2015-01-22,Grade 4,+15769756582
11977,S11977,jeffrey chang,2015-11-16,Grade 2,+18164504151
11978,S11978,adam lee,2007-09-17,Grade 5,+16086320556
11979,S11979,henry davidson,2007-04-30,Grade 2,+14864652411
11980,S11980,cynthia keith,2010-11-12,Grade 3,n/a
11981,S11981,michael medina,2009-03-28,Grade 1,+13315463752
11982,S11982,lance jones,2013-09-08,Grade 5,+19798951402
11983,S11983,colleen santos,2016-12-01,Grade 4,+13412187981
11984,S11984,eric porter,2015-02-25,Grade 2,+16267592245
11985,S11985,samantha willis,2013-12-20,Grade 3,+14546479891
11986,S11986,bryan lee,2011-12-25,Grade 5,+14698985057
11987,S11987,cynthia powers,2013-10-28,Grade 5,n/a
11988,S11988,rhonda campbell,2006-08-22,Grade 3,+18103313787
11989,S11989,christine lopez,2015-04-26,Grade 3,+17993101105
11990,S11990,brianna garrett,2015-04-07,Grade 1,+16985336452
11991,S11991,annette hester,2018-01-10,Grade 1,+12155147905
11992,S11992,gilbert brooks,2012-09-05,Grade 3,+13666086610
11993,S11993,steven lowe,2017-03-12,Grade 5,+13705883529
11994,S11994,zachary newman,2012-01-26,Grade 2,+16337957005
11995,S11995,christopher henry,2012-01-19,Grade 5,+15359108966
11996,S11996,travis pope,2016-05-06,Grade 2,+15449026136
11997,S11997,sarah armstrong,2017-09-28,Grade 4,+19203271587
11998,S11998,angela may,2018-05-31,Grade 3,+14779341549
11999,S11999,michael daniels,2008-09-21,Grade 2,+18506736049
12000,S12000,aaron thomas,2014-12-14,Grade 1,+15105613599
12001,S12001,jennifer navarro,2009-08-28,Grade 4,+19036111497
12002,S12002,regina chan,2015-06-11,Grade 1,+12324365628
12003,S12003,robert wallace,2016-09-04,Grade 2,+18959631224
12004,S12004,crystal davis,2011-10-31,Grade 5,+17814578872
12005,S12005,william potter,2017-12-04,Grade 3,+13129881893
12006,S12006,richard harrington,2013-02-23,Grade 2,+13733574012
12007,S12007,victor lam,2008-09-28,Grade 1,+17012339069
12008,S12008,emily conner,2007-01-07,Grade 2,+13785070894
12009,S12009,madeline garner,2009-05-04,Grade 2,+17787299001
12010,S12010,benjamin ball,2007-08-28,Grade 5,+18607345788
12011,S12011,briana knight,2010-06-11,Grade 3,+16839314092
12012,S12012,mark waters,2014-01-18,Grade 2,+18087961556
12013,S12013,matthew young,2010-08-13,Grade 1,+16026895351
12014,S12014,amy pace,2012-01-02,Grade 3,+18082901598
12015,S12015,john paul,2018-12-02,Grade 2,+16392622603
12016,S12016,joseph hall,2006-05-16,Grade 5,+12993270916
12017,S12017,james huang,2006-12-24,Grade 1,+19152607286
12018,S12018,ryan frye,2009-09-21,Grade 2,+17642504979
12019,S12019,danielle boyd,2011-01-07,Grade 5,+17782584278
12020,S12020,mr. javier sparks,2010-07-07,Grade 1,+18769567299
12021,S12021,patrick donovan,2016-08-19,Grade 1,+13168954948
12022,S12022,kayla cook,2013-11-29,Grade 4,+16653809455
12023,S12023,samantha miller,2009-07-01,Grade 4,+18396690573
12024,S12024,elizabeth lewis,2010-11-19,Grade 2,+12668172592
12025,S12025,nicholas white,2008-05-23,Grade 1,+19584017429
12026,S12026,deborah evans,2018-09-02,Grade 5,+19893775332
12027,S12027,teresa morris,2006-06-22,Grade 5,+18872411012
12028,S12028,matthew smith,2017-10-29,Grade 5,+19838199223
12029,S12029,amanda perez,2013-02-10,Grade 4,+14485384382
12030,S12030,andrew curry,2015-01-10,Grade 4,+15355248292
12031,S12031,amy murphy,2008-11-10,Grade 4,+18903297601
12032,S12032,jill kelley,2008-07-23,Grade 5,+18754390691
12033,S12033,miranda roberts,2015-09-20,Grade 1,+12952405641
12034,S12034,stephanie davis,2014-02-19,Grade 5,+14195088396
12035,S12035,shannon campbell,2012-07-05,Grade 2,+19764734830
12036,S12036,sarah hogan,2008-03-06,Grade 2,+17336583110
12037,S12037,michelle bartlett,2007-10-02,Grade 5,+13612980416
12038,S12038,anthony miller,2012-02-15,Grade 2,+12234701743
12039,S12039,brian leon,2011-07-12,Grade 2,+19713883335
12040,S12040,sandra hurley,2011-08-20,Grade 5,+18777139775
12041,S12041,tina thompson,2015-07-10,Grade 5,+12367115450
12042,S12042,stephen shaw,2018-06-22,Grade 5,n/a
12043,S12043,robert castillo,2008-04-06,Grade 1,+12388215772
12044,S12044,jay chung,2014-06-11,Grade 4,+13626470871
12045,S12045,mr. reginald daniel jr.,2010-01-13,Grade 3,n/a
12046,S12046,deanna thompson,2014-04-04,Grade 5,+18792364981
12047,S12047,shane porter,2012-07-07,Grade 4,+15448826941
12048,S12048,joshua nielsen,2016-10-14,Grade 3,+15024566762
12049,S12049,amy hardy,2015-04-07,Grade 2,+15487967099
12050,S12050,bailey collins,2008-05-27,Grade 4,+13366256420
12051,S12051,timothy keller,2011-07-25,Grade 2,+12646564700
12052,S12052,nathaniel burke,2006-08-08,Grade 2,+19983356649
12053,S12053,brian king,2014-07-12,Grade 4,+13992005376
12054,S12054,barbara phillips,2014-05-18,Grade 2,+15315842863
12055,S12055,wesley gomez,2014-10-18,Grade 2,+18996675762
12056,S12056,rebecca garcia,2009-12-09,Grade 4,+14003945916
12057,S12057,brittany smith,2012-09-09,Grade 4,+15722225119
12058,S12058,rebecca soto,2016-02-01,Grade 1,+12465236082
12059,S12059,christopher mcclure,2017-07-04,Grade 2,+17304638657
12060,S12060,duane sullivan,2007-02-03,Grade 5,+19366121404
12061,S12061,diana black,2015-06-18,Grade 5,+18209617202
12062,S12062,shari howe,2010-08-03,Grade 2,+14425403125
12063,S12063,christina hernandez,2014-07-29,Grade 5,+18508069612
12064,S12064,dr. evan moore,2011-09-06,Grade 5,+14148809887
12065,S12065,connie horton,2008-11-24,Grade 2,n/a
12066,S12066,vickie foley,2013-11-03,Grade 3,+12954328727
